numero_experimento;dataset;estructura_de_datos;cantidad_consultas;tiempo_ejecucion
2;user_screen_names;cuadratico;70000;0.0127022
3;user_screen_names;cuadratico;70000;0.0128359
4;user_screen_names;cuadratico;70000;0.0128662
5;user_screen_names;cuadratico;70000;0.012812
6;user_screen_names;cuadratico;70000;0.0129175
7;user_screen_names;cuadratico;70000;0.0128346
8;user_screen_names;cuadratico;70000;0.0127718
9;user_screen_names;cuadratico;70000;0.0128776
10;user_screen_names;cuadratico;70000;0.0128385
11;user_screen_names;cuadratico;70000;0.0128584
12;user_screen_names;cuadratico;70000;0.0128671
13;user_screen_names;cuadratico;70000;0.0129314
14;user_screen_names;cuadratico;70000;0.0128997
15;user_screen_names;cuadratico;70000;0.0128322
16;user_screen_names;cuadratico;70000;0.0129581
17;user_screen_names;cuadratico;70000;0.0127508
18;user_screen_names;cuadratico;70000;0.012802
19;user_screen_names;cuadratico;70000;0.01308
20;user_screen_names;cuadratico;70000;0.0128742
1;user_ids;doble;70000;0.00580534
2;user_ids;doble;70000;0.00576657
3;user_ids;doble;70000;0.00581446
4;user_ids;doble;70000;0.00576395
5;user_ids;doble;70000;0.0056957
6;user_ids;doble;70000;0.00571007
7;user_ids;doble;70000;0.00567731
8;user_ids;doble;70000;0.00570084
9;user_ids;doble;70000;0.00571332
10;user_ids;doble;70000;0.00581785
11;user_ids;doble;70000;0.0056641
12;user_ids;doble;70000;0.00565636
13;user_ids;doble;70000;0.00575055
14;user_ids;doble;70000;0.00575438
15;user_ids;doble;70000;0.00582142
16;user_ids;doble;70000;0.00576899
17;user_ids;doble;70000;0.00586002
18;user_ids;doble;70000;0.00589179
19;user_ids;doble;70000;0.00693456
20;user_ids;doble;70000;0.00580548
1;user_screen_names;doble;70000;0.0173699
2;user_screen_names;doble;70000;0.0174284
3;user_screen_names;doble;70000;0.0172385
4;user_screen_names;doble;70000;0.0172725
5;user_screen_names;doble;70000;0.0173319
6;user_screen_names;doble;70000;0.017701
7;user_screen_names;doble;70000;0.0171733
8;user_screen_names;doble;70000;0.0171402
9;user_screen_names;doble;70000;0.0171918
10;user_screen_names;doble;70000;0.01717
11;user_screen_names;doble;70000;0.017163
12;user_screen_names;doble;70000;0.0171717
13;user_screen_names;doble;70000;0.0171074
14;user_screen_names;doble;70000;0.0171324
15;user_screen_names;doble;70000;0.0170864
16;user_screen_names;doble;70000;0.0171599
17;user_screen_names;doble;70000;0.0173496
18;user_screen_names;doble;70000;0.017296
19;user_screen_names;doble;70000;0.0172085
20;user_screen_names;doble;70000;0.0171398
1;user_ids;unordered_map;70000;0.00276488
2;user_ids;unordered_map;70000;0.00274614
3;user_ids;unordered_map;70000;0.00284563
4;user_ids;unordered_map;70000;0.00283851
5;user_ids;unordered_map;70000;0.00288681
6;user_ids;unordered_map;70000;0.00280423
7;user_ids;unordered_map;70000;0.00279948
8;user_ids;unordered_map;70000;0.00279225
9;user_ids;unordered_map;70000;0.00273016
10;user_ids;unordered_map;70000;0.00273788
11;user_ids;unordered_map;70000;0.00274861
12;user_ids;unordered_map;70000;0.00272623
13;user_ids;unordered_map;70000;0.00285705
14;user_ids;unordered_map;70000;0.00282749
15;user_ids;unordered_map;70000;0.00282727
16;user_ids;unordered_map;70000;0.00290185
17;user_ids;unordered_map;70000;0.0028181
18;user_ids;unordered_map;70000;0.00397585
19;user_ids;unordered_map;70000;0.00283257
20;user_ids;unordered_map;70000;0.00285407
1;user_screen_names;unordered_map;70000;0.00272012
2;user_screen_names;unordered_map;70000;0.00272
3;user_screen_names;unordered_map;70000;0.00274457
4;user_screen_names;unordered_map;70000;0.00273336
5;user_screen_names;unordered_map;70000;0.00270136
6;user_screen_names;unordered_map;70000;0.00272532
7;user_screen_names;unordered_map;70000;0.00276144
8;user_screen_names;unordered_map;70000;0.00268183
9;user_screen_names;unordered_map;70000;0.00273426
10;user_screen_names;unordered_map;70000;0.00275345
11;user_screen_names;unordered_map;70000;0.00268191
12;user_screen_names;unordered_map;70000;0.0027276
13;user_screen_names;unordered_map;70000;0.00275071
14;user_screen_names;unordered_map;70000;0.00269795
15;user_screen_names;unordered_map;70000;0.00271308
16;user_screen_names;unordered_map;70000;0.00268865
17;user_screen_names;unordered_map;70000;0.00263761
18;user_screen_names;unordered_map;70000;0.00267843
19;user_screen_names;unordered_map;70000;0.00274624
20;user_screen_names;unordered_map;70000;0.0027762
1;user_ids;abierto;80000;0.00487411
2;user_ids;abierto;80000;0.00482752
3;user_ids;abierto;80000;0.00482864
4;user_ids;abierto;80000;0.00485956
5;user_ids;abierto;80000;0.00523089
6;user_ids;abierto;80000;0.00481539
7;user_ids;abierto;80000;0.00483772
8;user_ids;abierto;80000;0.00486039
9;user_ids;abierto;80000;0.00484233
10;user_ids;abierto;80000;0.00485831
11;user_ids;abierto;80000;0.00487013
12;user_ids;abierto;80000;0.00491356
13;user_ids;abierto;80000;0.00491788
14;user_ids;abierto;80000;0.00484353
15;user_ids;abierto;80000;0.00485152
16;user_ids;abierto;80000;0.00485718
17;user_ids;abierto;80000;0.00485657
18;user_ids;abierto;80000;0.00486685
19;user_ids;abierto;80000;0.00484235
20;user_ids;abierto;80000;0.00490975
1;user_screen_names;abierto;80000;0.0125118
2;user_screen_names;abierto;80000;0.0124976
3;user_screen_names;abierto;80000;0.0125161
4;user_screen_names;abierto;80000;0.0124701
5;user_screen_names;abierto;80000;0.0124998
6;user_screen_names;abierto;80000;0.0125555
7;user_screen_names;abierto;80000;0.0126395
8;user_screen_names;abierto;80000;0.0124121
9;user_screen_names;abierto;80000;0.0124885
10;user_screen_names;abierto;80000;0.0125769
11;user_screen_names;abierto;80000;0.0125188
12;user_screen_names;abierto;80000;0.0124716
13;user_screen_names;abierto;80000;0.0124455
14;user_screen_names;abierto;80000;0.0125849
15;user_screen_names;abierto;80000;0.0125469
16;user_screen_names;abierto;80000;0.0124478
17;user_screen_names;abierto;80000;0.0125088
18;user_screen_names;abierto;80000;0.0125823
19;user_screen_names;abierto;80000;0.0125228
20;user_screen_names;abierto;80000;0.0126263
1;user_ids;lineal;80000;5.2826
2;user_ids;lineal;80000;5.31338
3;user_ids;lineal;80000;5.32095
4;user_ids;lineal;80000;5.35098
5;user_ids;lineal;80000;5.33558
6;user_ids;lineal;80000;5.24795
7;user_ids;lineal;80000;5.28845
8;user_ids;lineal;80000;5.2792
9;user_ids;lineal;80000;5.29796
10;user_ids;lineal;80000;5.29802
11;user_ids;lineal;80000;5.31428
12;user_ids;lineal;80000;5.22377
13;user_ids;lineal;80000;5.24978
14;user_ids;lineal;80000;5.3
15;user_ids;lineal;80000;5.33274
16;user_ids;lineal;80000;5.33343
17;user_ids;lineal;80000;5.30634
18;user_ids;lineal;80000;5.24052
19;user_ids;lineal;80000;5.24032
20;user_ids;lineal;80000;5.50318
1;user_screen_names;lineal;80000;0.0116792
2;user_screen_names;lineal;80000;0.0116144
3;user_screen_names;lineal;80000;0.011665
4;user_screen_names;lineal;80000;0.0118055
5;user_screen_names;lineal;80000;0.0117413
6;user_screen_names;lineal;80000;0.0116618
7;user_screen_names;lineal;80000;0.0117949
8;user_screen_names;lineal;80000;0.0116481
9;user_screen_names;lineal;80000;0.0116508
10;user_screen_names;lineal;80000;0.0118842
11;user_screen_names;lineal;80000;0.0117205
12;user_screen_names;lineal;80000;0.0116974
13;user_screen_names;lineal;80000;0.0116567
14;user_screen_names;lineal;80000;0.0117638
15;user_screen_names;lineal;80000;0.0116442
16;user_screen_names;lineal;80000;0.0117413
17;user_screen_names;lineal;80000;0.0116594
18;user_screen_names;lineal;80000;0.0117905
19;user_screen_names;lineal;80000;0.0117037
20;user_screen_names;lineal;80000;0.0116325
1;user_ids;cuadratico;80000;9.83714
2;user_ids;cuadratico;80000;9.84157
3;user_ids;cuadratico;80000;9.75583
4;user_ids;cuadratico;80000;9.86253
5;user_ids;cuadratico;80000;9.9397
6;user_ids;cuadratico;80000;9.76248
7;user_ids;cuadratico;80000;9.83522
8;user_ids;cuadratico;80000;9.83436
9;user_ids;cuadratico;80000;9.71691
10;user_ids;cuadratico;80000;9.76864
11;user_ids;cuadratico;80000;9.82882
12;user_ids;cuadratico;80000;9.79762
13;user_ids;cuadratico;80000;9.76661
14;user_ids;cuadratico;80000;9.82954
15;user_ids;cuadratico;80000;9.84906
16;user_ids;cuadratico;80000;9.7077
17;user_ids;cuadratico;80000;9.84627
18;user_ids;cuadratico;80000;9.84126
19;user_ids;cuadratico;80000;9.73789
20;user_ids;cuadratico;80000;9.85327
1;user_screen_names;cuadratico;80000;0.0160175
2;user_screen_names;cuadratico;80000;0.0162058
3;user_screen_names;cuadratico;80000;0.016666
4;user_screen_names;cuadratico;80000;0.0160429
5;user_screen_names;cuadratico;80000;0.015899
6;user_screen_names;cuadratico;80000;0.016046
7;user_screen_names;cuadratico;80000;0.0159568
8;user_screen_names;cuadratico;80000;0.0160456
9;user_screen_names;cuadratico;80000;0.0159554
10;user_screen_names;cuadratico;80000;0.0159912
11;user_screen_names;cuadratico;80000;0.0159276
12;user_screen_names;cuadratico;80000;0.0159262
13;user_screen_names;cuadratico;80000;0.0159217
14;user_screen_names;cuadratico;80000;0.0158669
15;user_screen_names;cuadratico;80000;0.01591
16;user_screen_names;cuadratico;80000;0.0160651
17;user_screen_names;cuadratico;80000;0.0158502
18;user_screen_names;cuadratico;80000;0.0160129
19;user_screen_names;cuadratico;80000;0.015885
20;user_screen_names;cuadratico;80000;0.0160052
1;user_ids;doble;80000;0.00659679
2;user_ids;doble;80000;0.00645124
3;user_ids;doble;80000;0.00653104
4;user_ids;doble;80000;0.00654112
5;user_ids;doble;80000;0.00654515
6;user_ids;doble;80000;0.00652418
7;user_ids;doble;80000;0.00645667
8;user_ids;doble;80000;0.00649889
9;user_ids;doble;80000;0.0065364
10;user_ids;doble;80000;0.00656636
11;user_ids;doble;80000;0.00645732
12;user_ids;doble;80000;0.00654871
13;user_ids;doble;80000;0.00662344
14;user_ids;doble;80000;0.0068052
15;user_ids;doble;80000;0.00648848
16;user_ids;doble;80000;0.00647085
17;user_ids;doble;80000;0.00656021
18;user_ids;doble;80000;0.00653638
19;user_ids;doble;80000;0.0065236
20;user_ids;doble;80000;0.0065147
1;user_screen_names;doble;80000;0.0215634
2;user_screen_names;doble;80000;0.0213854
3;user_screen_names;doble;80000;0.0214038
4;user_screen_names;doble;80000;0.0212723
5;user_screen_names;doble;80000;0.0213065
6;user_screen_names;doble;80000;0.0213291
7;user_screen_names;doble;80000;0.0212723
8;user_screen_names;doble;80000;0.0212621
9;user_screen_names;doble;80000;0.0212926
10;user_screen_names;doble;80000;0.0213556
11;user_screen_names;doble;80000;0.0214492
12;user_screen_names;doble;80000;0.0212419
13;user_screen_names;doble;80000;0.0212603
14;user_screen_names;doble;80000;0.021296
15;user_screen_names;doble;80000;0.0212394
16;user_screen_names;doble;80000;0.0213325
17;user_screen_names;doble;80000;0.0212703
18;user_screen_names;doble;80000;0.0213292
19;user_screen_names;doble;80000;0.0214292
20;user_screen_names;doble;80000;0.0214
1;user_ids;unordered_map;80000;0.0032269
2;user_ids;unordered_map;80000;0.00318216
3;user_ids;unordered_map;80000;0.00315247
4;user_ids;unordered_map;80000;0.00323142
5;user_ids;unordered_map;80000;0.00324239
6;user_ids;unordered_map;80000;0.00317244
7;user_ids;unordered_map;80000;0.00326242
8;user_ids;unordered_map;80000;0.0032198
9;user_ids;unordered_map;80000;0.00315389
10;user_ids;unordered_map;80000;0.00323028
11;user_ids;unordered_map;80000;0.00322848
12;user_ids;unordered_map;80000;0.00315374
13;user_ids;unordered_map;80000;0.00319933
14;user_ids;unordered_map;80000;0.00320131
15;user_ids;unordered_map;80000;0.00319858
16;user_ids;unordered_map;80000;0.00323988
17;user_ids;unordered_map;80000;0.00323413
18;user_ids;unordered_map;80000;0.00324839
19;user_ids;unordered_map;80000;0.00336576
20;user_ids;unordered_map;80000;0.00321307
1;user_screen_names;unordered_map;80000;0.00302013
2;user_screen_names;unordered_map;80000;0.00299175
3;user_screen_names;unordered_map;80000;0.00299218
4;user_screen_names;unordered_map;80000;0.00297805
5;user_screen_names;unordered_map;80000;0.00300727
6;user_screen_names;unordered_map;80000;0.00300909
7;user_screen_names;unordered_map;80000;0.00300278
8;user_screen_names;unordered_map;80000;0.00304922
9;user_screen_names;unordered_map;80000;0.00304942
10;user_screen_names;unordered_map;80000;0.0030781
11;user_screen_names;unordered_map;80000;0.00305343
12;user_screen_names;unordered_map;80000;0.0030969
13;user_screen_names;unordered_map;80000;0.00308537
14;user_screen_names;unordered_map;80000;0.00303037
15;user_screen_names;unordered_map;80000;0.00319316
16;user_screen_names;unordered_map;80000;0.00303579
17;user_screen_names;unordered_map;80000;0.00326347
18;user_screen_names;unordered_map;80000;0.00308275
19;user_screen_names;unordered_map;80000;0.00308125
20;user_screen_names;unordered_map;80000;0.0030537
1;user_ids;abierto;90000;0.00536458
2;user_ids;abierto;90000;0.00535638
3;user_ids;abierto;90000;0.00531792
4;user_ids;abierto;90000;0.00540942
5;user_ids;abierto;90000;0.00534262
6;user_ids;abierto;90000;0.00535974
7;user_ids;abierto;90000;0.00540666
8;user_ids;abierto;90000;0.00539002
9;user_ids;abierto;90000;0.00532087
10;user_ids;abierto;90000;0.00541679
11;user_ids;abierto;90000;0.00532753
12;user_ids;abierto;90000;0.00547392
13;user_ids;abierto;90000;0.00541849
14;user_ids;abierto;90000;0.00539862
15;user_ids;abierto;90000;0.0053753
16;user_ids;abierto;90000;0.00529149
17;user_ids;abierto;90000;0.00536775
18;user_ids;abierto;90000;0.00543571
19;user_ids;abierto;90000;0.00538024
20;user_ids;abierto;90000;0.00538165
1;user_screen_names;abierto;90000;0.014781
2;user_screen_names;abierto;90000;0.0148523
3;user_screen_names;abierto;90000;0.0144582
4;user_screen_names;abierto;90000;0.0146876
5;user_screen_names;abierto;90000;0.0147512
6;user_screen_names;abierto;90000;0.01481
7;user_screen_names;abierto;90000;0.014615
8;user_screen_names;abierto;90000;0.0147804
9;user_screen_names;abierto;90000;0.0146806
10;user_screen_names;abierto;90000;0.0148479
11;user_screen_names;abierto;90000;0.0146482
12;user_screen_names;abierto;90000;0.014809
13;user_screen_names;abierto;90000;0.0146799
14;user_screen_names;abierto;90000;0.0147952
15;user_screen_names;abierto;90000;0.0146223
16;user_screen_names;abierto;90000;0.0147821
17;user_screen_names;abierto;90000;0.0147242
18;user_screen_names;abierto;90000;0.0147665
19;user_screen_names;abierto;90000;0.0147134
20;user_screen_names;abierto;90000;0.0147956
1;user_ids;lineal;90000;6.23829
2;user_ids;lineal;90000;6.24455
3;user_ids;lineal;90000;6.13114
4;user_ids;lineal;90000;6.19546
5;user_ids;lineal;90000;6.22322
6;user_ids;lineal;90000;6.27195
7;user_ids;lineal;90000;6.27525
8;user_ids;lineal;90000;6.17821
9;user_ids;lineal;90000;6.20232
10;user_ids;lineal;90000;6.24388
11;user_ids;lineal;90000;6.26112
12;user_ids;lineal;90000;6.2788
13;user_ids;lineal;90000;6.17975
14;user_ids;lineal;90000;6.20032
15;user_ids;lineal;90000;6.22579
16;user_ids;lineal;90000;6.25615
17;user_ids;lineal;90000;6.26623
18;user_ids;lineal;90000;6.1968
19;user_ids;lineal;90000;6.18419
20;user_ids;lineal;90000;6.23212
1;user_screen_names;lineal;90000;0.0134219
2;user_screen_names;lineal;90000;0.0135035
3;user_screen_names;lineal;90000;0.0136008
4;user_screen_names;lineal;90000;0.0134567
5;user_screen_names;lineal;90000;0.013612
6;user_screen_names;lineal;90000;0.0134415
7;user_screen_names;lineal;90000;0.0135856
8;user_screen_names;lineal;90000;0.0134983
9;user_screen_names;lineal;90000;0.0135309
10;user_screen_names;lineal;90000;0.0135236
11;user_screen_names;lineal;90000;0.0136917
12;user_screen_names;lineal;90000;0.0133696
13;user_screen_names;lineal;90000;0.0134218
14;user_screen_names;lineal;90000;0.013528
15;user_screen_names;lineal;90000;0.0134321
16;user_screen_names;lineal;90000;0.0134149
17;user_screen_names;lineal;90000;0.0133508
18;user_screen_names;lineal;90000;0.01344
19;user_screen_names;lineal;90000;0.0134497
20;user_screen_names;lineal;90000;0.0137573
1;user_ids;cuadratico;90000;11.6019
2;user_ids;cuadratico;90000;11.4371
3;user_ids;cuadratico;90000;11.5678
4;user_ids;cuadratico;90000;11.6749
5;user_ids;cuadratico;90000;11.5154
6;user_ids;cuadratico;90000;11.6029
7;user_ids;cuadratico;90000;11.6401
8;user_ids;cuadratico;90000;11.5107
9;user_ids;cuadratico;90000;11.602
10;user_ids;cuadratico;90000;11.612
11;user_ids;cuadratico;90000;11.4751
12;user_ids;cuadratico;90000;11.6051
13;user_ids;cuadratico;90000;11.4909
14;user_ids;cuadratico;90000;11.5842
15;user_ids;cuadratico;90000;11.6336
16;user_ids;cuadratico;90000;11.5091
17;user_ids;cuadratico;90000;11.5123
18;user_ids;cuadratico;90000;11.6724
19;user_ids;cuadratico;90000;11.4562
20;user_ids;cuadratico;90000;11.6106
1;user_screen_names;cuadratico;90000;0.0185138
2;user_screen_names;cuadratico;90000;0.0187985
3;user_screen_names;cuadratico;90000;0.0190159
4;user_screen_names;cuadratico;90000;0.0186755
5;user_screen_names;cuadratico;90000;0.0186429
6;user_screen_names;cuadratico;90000;0.0185743
7;user_screen_names;cuadratico;90000;0.0185909
8;user_screen_names;cuadratico;90000;0.0185407
9;user_screen_names;cuadratico;90000;0.0186127
10;user_screen_names;cuadratico;90000;0.0185389
11;user_screen_names;cuadratico;90000;0.0186641
12;user_screen_names;cuadratico;90000;0.0185306
13;user_screen_names;cuadratico;90000;0.0186014
14;user_screen_names;cuadratico;90000;0.0185443
15;user_screen_names;cuadratico;90000;0.0184282
16;user_screen_names;cuadratico;90000;0.0186135
17;user_screen_names;cuadratico;90000;0.0186073
18;user_screen_names;cuadratico;90000;0.0187104
19;user_screen_names;cuadratico;90000;0.018583
20;user_screen_names;cuadratico;90000;0.0186119
1;user_ids;doble;90000;0.00761757
2;user_ids;doble;90000;0.00763061
3;user_ids;doble;90000;0.00767748
4;user_ids;doble;90000;0.00761726
5;user_ids;doble;90000;0.00763065
6;user_ids;doble;90000;0.00767652
7;user_ids;doble;90000;0.00765316
8;user_ids;doble;90000;0.00770071
9;user_ids;doble;90000;0.00839661
10;user_ids;doble;90000;0.0077256
11;user_ids;doble;90000;0.00778467
12;user_ids;doble;90000;0.00764435
13;user_ids;doble;90000;0.00761071
14;user_ids;doble;90000;0.0080753
15;user_ids;doble;90000;0.00767538
16;user_ids;doble;90000;0.00767192
17;user_ids;doble;90000;0.00764776
18;user_ids;doble;90000;0.00794265
19;user_ids;doble;90000;0.00777747
20;user_ids;doble;90000;0.00765326
1;user_screen_names;doble;90000;0.0257674
2;user_screen_names;doble;90000;0.0246513
3;user_screen_names;doble;90000;0.0247399
4;user_screen_names;doble;90000;0.0246301
5;user_screen_names;doble;90000;0.024702
6;user_screen_names;doble;90000;0.0246623
7;user_screen_names;doble;90000;0.0247865
8;user_screen_names;doble;90000;0.0247667
9;user_screen_names;doble;90000;0.0245285
10;user_screen_names;doble;90000;0.0247032
11;user_screen_names;doble;90000;0.0245421
12;user_screen_names;doble;90000;0.024678
13;user_screen_names;doble;90000;0.024505
14;user_screen_names;doble;90000;0.0246531
15;user_screen_names;doble;90000;0.0246461
16;user_screen_names;doble;90000;0.0246691
17;user_screen_names;doble;90000;0.0247586
18;user_screen_names;doble;90000;0.0246703
19;user_screen_names;doble;90000;0.0247617
20;user_screen_names;doble;90000;0.024699
1;user_ids;unordered_map;90000;0.00347841
2;user_ids;unordered_map;90000;0.00344719
3;user_ids;unordered_map;90000;0.00346516
4;user_ids;unordered_map;90000;0.00343665
5;user_ids;unordered_map;90000;0.00343396
6;user_ids;unordered_map;90000;0.00350397
7;user_ids;unordered_map;90000;0.00353174
8;user_ids;unordered_map;90000;0.0034856
9;user_ids;unordered_map;90000;0.00350627
10;user_ids;unordered_map;90000;0.00348181
11;user_ids;unordered_map;90000;0.00345331
12;user_ids;unordered_map;90000;0.00350808
13;user_ids;unordered_map;90000;0.00345809
14;user_ids;unordered_map;90000;0.00346284
15;user_ids;unordered_map;90000;0.0034317
16;user_ids;unordered_map;90000;0.00345074
17;user_ids;unordered_map;90000;0.00347274
18;user_ids;unordered_map;90000;0.0034648
19;user_ids;unordered_map;90000;0.00338735
20;user_ids;unordered_map;90000;0.00343319
1;user_screen_names;unordered_map;90000;0.0033068
2;user_screen_names;unordered_map;90000;0.00325928
3;user_screen_names;unordered_map;90000;0.00332516
4;user_screen_names;unordered_map;90000;0.00332345
5;user_screen_names;unordered_map;90000;0.00327237
6;user_screen_names;unordered_map;90000;0.00323428
7;user_screen_names;unordered_map;90000;0.0033178
8;user_screen_names;unordered_map;90000;0.00330198
9;user_screen_names;unordered_map;90000;0.00336761
10;user_screen_names;unordered_map;90000;0.00326446
11;user_screen_names;unordered_map;90000;0.00332863
12;user_screen_names;unordered_map;90000;0.00330925
13;user_screen_names;unordered_map;90000;0.00331142
14;user_screen_names;unordered_map;90000;0.00331371
15;user_screen_names;unordered_map;90000;0.00328823
16;user_screen_names;unordered_map;90000;0.00330653
17;user_screen_names;unordered_map;90000;0.00336631
18;user_screen_names;unordered_map;90000;0.0033231
19;user_screen_names;unordered_map;90000;0.00331806
20;user_screen_names;unordered_map;90000;0.00329767
1;user_ids;abierto;100000;0.0059948
2;user_ids;abierto;100000;0.00583135
3;user_ids;abierto;100000;0.00587816
4;user_ids;abierto;100000;0.00579165
5;user_ids;abierto;100000;0.00579006
6;user_ids;abierto;100000;0.00579098
7;user_ids;abierto;100000;0.00582664
8;user_ids;abierto;100000;0.00583658
9;user_ids;abierto;100000;0.00578458
10;user_ids;abierto;100000;0.00584973
11;user_ids;abierto;100000;0.00580533
12;user_ids;abierto;100000;0.00580166
13;user_ids;abierto;100000;0.00579037
14;user_ids;abierto;100000;0.00581968
15;user_ids;abierto;100000;0.00582107
16;user_ids;abierto;100000;0.00584107
17;user_ids;abierto;100000;0.00585781
18;user_ids;abierto;100000;0.00578524
19;user_ids;abierto;100000;0.00586
20;user_ids;abierto;100000;0.00576811
1;user_screen_names;abierto;100000;0.0165585
2;user_screen_names;abierto;100000;0.0167365
3;user_screen_names;abierto;100000;0.0167242
4;user_screen_names;abierto;100000;0.0167151
5;user_screen_names;abierto;100000;0.0166192
6;user_screen_names;abierto;100000;0.0166482
7;user_screen_names;abierto;100000;0.0166684
8;user_screen_names;abierto;100000;0.0166252
9;user_screen_names;abierto;100000;0.0166046
10;user_screen_names;abierto;100000;0.0167591
11;user_screen_names;abierto;100000;0.0165967
12;user_screen_names;abierto;100000;0.0166757
13;user_screen_names;abierto;100000;0.0165963
14;user_screen_names;abierto;100000;0.0164578
15;user_screen_names;abierto;100000;0.0167301
16;user_screen_names;abierto;100000;0.0166593
17;user_screen_names;abierto;100000;0.0166734
18;user_screen_names;abierto;100000;0.0167657
19;user_screen_names;abierto;100000;0.0166206
20;user_screen_names;abierto;100000;0.0166641
1;user_ids;lineal;100000;7.25161
2;user_ids;lineal;100000;7.13857
3;user_ids;lineal;100000;7.21424
4;user_ids;lineal;100000;7.23705
5;user_ids;lineal;100000;7.25819
6;user_ids;lineal;100000;7.17998
7;user_ids;lineal;100000;7.14447
8;user_ids;lineal;100000;7.20657
9;user_ids;lineal;100000;7.22644
10;user_ids;lineal;100000;7.25438
11;user_ids;lineal;100000;7.13669
12;user_ids;lineal;100000;7.19706
13;user_ids;lineal;100000;7.24095
14;user_ids;lineal;100000;7.2613
15;user_ids;lineal;100000;7.16897
16;user_ids;lineal;100000;7.13763
17;user_ids;lineal;100000;7.20147
18;user_ids;lineal;100000;7.22941
19;user_ids;lineal;100000;7.24152
20;user_ids;lineal;100000;7.10766
1;user_screen_names;lineal;100000;0.0150064
2;user_screen_names;lineal;100000;0.0150799
3;user_screen_names;lineal;100000;0.0151137
4;user_screen_names;lineal;100000;0.0151306
5;user_screen_names;lineal;100000;0.0151518
6;user_screen_names;lineal;100000;0.0151495
7;user_screen_names;lineal;100000;0.0151332
8;user_screen_names;lineal;100000;0.0151476
9;user_screen_names;lineal;100000;0.0150505
10;user_screen_names;lineal;100000;0.016921
11;user_screen_names;lineal;100000;0.0150697
12;user_screen_names;lineal;100000;0.0151319
13;user_screen_names;lineal;100000;0.0150786
14;user_screen_names;lineal;100000;0.0152043
15;user_screen_names;lineal;100000;0.0150277
16;user_screen_names;lineal;100000;0.0150207
17;user_screen_names;lineal;100000;0.0150427
18;user_screen_names;lineal;100000;0.0150985
19;user_screen_names;lineal;100000;0.0151254
20;user_screen_names;lineal;100000;0.0151436
1;user_ids;cuadratico;100000;13.2232
2;user_ids;cuadratico;100000;13.3404
3;user_ids;cuadratico;100000;13.242
4;user_ids;cuadratico;100000;13.3469
5;user_ids;cuadratico;100000;13.2275
6;user_ids;cuadratico;100000;13.3873
7;user_ids;cuadratico;100000;13.2408
8;user_ids;cuadratico;100000;13.2189
9;user_ids;cuadratico;100000;13.3443
10;user_ids;cuadratico;100000;13.2253
11;user_ids;cuadratico;100000;13.3878
12;user_ids;cuadratico;100000;13.2884
13;user_ids;cuadratico;100000;13.3347
14;user_ids;cuadratico;100000;13.3965
15;user_ids;cuadratico;100000;13.2553
16;user_ids;cuadratico;100000;13.348
17;user_ids;cuadratico;100000;13.2472
18;user_ids;cuadratico;100000;13.2306
19;user_ids;cuadratico;100000;13.2659
20;user_ids;cuadratico;100000;13.2605
1;user_screen_names;cuadratico;100000;0.0209726
2;user_screen_names;cuadratico;100000;0.0210734
3;user_screen_names;cuadratico;100000;0.0210118
4;user_screen_names;cuadratico;100000;0.021205
5;user_screen_names;cuadratico;100000;0.0209535
6;user_screen_names;cuadratico;100000;0.0210897
7;user_screen_names;cuadratico;100000;0.0209672
8;user_screen_names;cuadratico;100000;0.0212347
9;user_screen_names;cuadratico;100000;0.0211678
10;user_screen_names;cuadratico;100000;0.0211379
11;user_screen_names;cuadratico;100000;0.0210288
12;user_screen_names;cuadratico;100000;0.0210129
13;user_screen_names;cuadratico;100000;0.0211673
14;user_screen_names;cuadratico;100000;0.0210013
15;user_screen_names;cuadratico;100000;0.0210799
16;user_screen_names;cuadratico;100000;0.0210429
17;user_screen_names;cuadratico;100000;0.0210456
18;user_screen_names;cuadratico;100000;0.0211731
19;user_screen_names;cuadratico;100000;0.0210737
20;user_screen_names;cuadratico;100000;0.0209704
1;user_ids;doble;100000;0.00877569
2;user_ids;doble;100000;0.00880024
3;user_ids;doble;100000;0.00871115
4;user_ids;doble;100000;0.00866023
5;user_ids;doble;100000;0.0088053
6;user_ids;doble;100000;0.00874297
7;user_ids;doble;100000;0.00878389
8;user_ids;doble;100000;0.00878905
9;user_ids;doble;100000;0.00875825
10;user_ids;doble;100000;0.00885821
11;user_ids;doble;100000;0.00880687
12;user_ids;doble;100000;0.00879269
13;user_ids;doble;100000;0.00875687
14;user_ids;doble;100000;0.00881064
15;user_ids;doble;100000;0.00877335
16;user_ids;doble;100000;0.00909529
17;user_ids;doble;100000;0.00883697
18;user_ids;doble;100000;0.00881468
19;user_ids;doble;100000;0.00883234
20;user_ids;doble;100000;0.00875201
1;user_screen_names;doble;100000;0.0280487
2;user_screen_names;doble;100000;0.0279362
3;user_screen_names;doble;100000;0.0281187
4;user_screen_names;doble;100000;0.0282015
5;user_screen_names;doble;100000;0.0280664
6;user_screen_names;doble;100000;0.0279562
7;user_screen_names;doble;100000;0.0282243
8;user_screen_names;doble;100000;0.0280104
9;user_screen_names;doble;100000;0.0280726
10;user_screen_names;doble;100000;0.0284547
11;user_screen_names;doble;100000;0.0282372
12;user_screen_names;doble;100000;0.0279527
13;user_screen_names;doble;100000;0.0280206
14;user_screen_names;doble;100000;0.028024
15;user_screen_names;doble;100000;0.0279617
